candidate_id,experience,num_skills,career_length,education_count,avg_skill_duration,total_endorsements,github,profile_complete,response_rate,response_time,saved,searches,connections,notice,interview_rate,production_ai_skills,avg_job_duration,job_hopper,production_score,startup_score,research_score,skill_experience_ratio,quality_score
CAND_0000425,9.5,9,4,1,15.88888888888889,61,-1.0,84.3,0.38,157.4,7,37,33,60,0.36,2,28.25,0,1,2,2,0.9473684210526315,31.21
CAND_0000426,5.9,14,3,1,24.928571428571427,155,-1.0,57.5,0.64,198.5,17,87,217,30,0.46,5,23.0,0,3,2,0,2.3728813559322033,34.65
CAND_0000427,2.6,12,1,2,20.083333333333332,99,64.1,39.6,0.65,9.1,3,191,461,120,0.93,1,31.0,0,0,1,0,4.615384615384615,41.88
CAND_0000428,14.1,6,7,2,20.833333333333332,93,-1.0,61.6,0.68,202.5,0,4,12,60,0.66,1,23.714285714285715,0,1,2,2,0.425531914893617,36.02
CAND_0000429,2.7,14,1,1,18.142857142857142,119,-1.0,34.0,0.66,186.9,15,279,376,150,0.87,2,32.0,0,0,1,0,5.185185185185185,35.55
CAND_0000430,9.3,10,4,2,14.7,89,20.4,41.5,0.26,89.1,3,138,300,120,0.33,2,27.5,0,1,1,2,1.075268817204301,21.189999999999998
CAND_0000431,11.6,8,4,2,13.625,89,-1.0,46.0,0.7,169.5,1,177,590,60,0.55,1,34.5,0,1,2,0,0.6896551724137931,31.900000000000002
CAND_0000432,4.8,8,2,1,22.125,95,-1.0,25.9,0.27,81.0,8,20,86,30,0.4,1,28.5,0,1,1,0,1.6666666666666667,18.03
CAND_0000433,10.4,7,4,2,16.571428571428573,73,41.7,41.4,0.52,175.7,1,22,148,60,0.43,2,30.5,0,1,2,2,0.673076923076923,29.75
CAND_0000434,3.6,11,2,1,19.545454545454547,60,-1.0,46.5,0.19,16.4,11,82,161,90,0.56,2,21.0,0,0,0,0,3.0555555555555554,23.349999999999998
CAND_0000435,14.9,7,6,1,18.714285714285715,58,-1.0,43.3,0.75,180.2,1,129,51,150,0.87,2,29.666666666666668,0,1,2,2,0.4697986577181208,37.16000000000001
CAND_0000436,8.8,10,3,2,13.9,68,21.5,43.0,0.68,27.5,0,65,92,60,0.66,0,34.666666666666664,0,1,1,2,1.1363636363636362,34.3
CAND_0000437,11.9,6,5,1,11.833333333333334,35,-1.0,78.8,0.21,207.6,10,8,484,60,0.63,0,28.2,0,1,2,2,0.5042016806722689,31.01
CAND_0000438,3.5,11,1,2,17.454545454545453,71,9.9,34.7,0.52,151.3,5,3,244,30,0.81,1,42.0,0,1,1,0,3.142857142857143,31.480000000000004
CAND_0000439,13.5,7,6,1,19.142857142857142,41,-1.0,45.7,0.6,43.1,5,65,387,150,0.87,0,26.5,0,0,2,0,0.5185185185185185,35.04
CAND_0000440,7.5,15,3,1,25.533333333333335,139,-1.0,69.6,0.24,102.6,17,289,175,90,0.76,4,29.666666666666668,0,5,3,0,2.0,33.71999999999999
CAND_0000441,7.5,7,4,2,18.285714285714285,53,-1.0,79.5,0.09,30.4,7,24,498,90,0.42,1,21.75,0,1,2,2,0.9333333333333333,25.250000000000004
CAND_0000442,3.1,8,1,2,23.125,112,52.1,39.1,0.33,8.9,3,41,319,120,0.52,0,37.0,0,1,1,0,2.5806451612903225,28.030000000000005
CAND_0000443,10.8,7,5,1,16.0,115,40.0,45.9,0.27,279.1,11,93,94,90,0.36,1,25.4,0,1,2,0,0.6481481481481481,25.930000000000003
CAND_0000444,14.3,8,5,1,18.625,131,-1.0,31.2,0.36,117.4,7,167,44,120,0.46,0,33.8,0,1,2,2,0.5594405594405594,21.490000000000002
CAND_0000445,9.5,9,4,1,14.444444444444445,71,16.6,51.5,0.79,34.5,15,126,93,60,0.87,1,28.0,0,3,2,0,0.9473684210526315,43.56
CAND_0000446,9.4,7,4,1,16.857142857142858,44,-1.0,44.5,0.22,145.5,8,80,113,90,0.71,2,27.75,0,1,2,0,0.7446808510638298,25.550000000000004
CAND_0000447,7.2,6,3,1,14.666666666666666,40,-1.0,26.7,0.41,185.9,11,151,120,60,0.48,0,28.666666666666668,0,0,2,0,0.8333333333333333,22.490000000000002
CAND_0000448,13.9,6,5,1,21.166666666666668,39,-1.0,40.3,0.56,261.8,11,171,181,120,0.53,2,32.8,0,1,2,2,0.4316546762589928,29.16
CAND_0000449,4.6,8,2,1,13.375,59,-1.0,66.0,0.41,171.0,5,36,573,30,0.44,1,27.5,0,1,2,0,1.7391304347826089,29.050000000000008
CAND_0000450,3.5,5,1,2,10.0,35,-1.0,32.0,0.34,95.8,7,49,543,120,0.77,2,42.0,0,0,0,0,1.4285714285714286,26.0
CAND_0000451,8.2,10,3,2,19.0,108,10.8,61.9,0.36,208.0,8,28,443,120,0.58,0,32.333333333333336,0,1,2,0,1.2195121951219514,30.759999999999998
CAND_0000452,2.9,11,2,1,25.09090909090909,114,62.1,87.4,0.32,121.0,2,244,259,120,0.79,4,17.0,1,4,2,0,3.793103448275862,43.14
CAND_0000453,2.1,10,2,1,14.2,88,32.1,68.1,0.43,20.1,4,156,100,120,0.63,1,12.0,1,0,2,0,4.761904761904762,35.68
CAND_0000454,5.8,10,4,2,21.8,191,-1.0,79.9,0.53,51.4,23,440,862,120,0.63,3,17.0,1,4,2,0,1.7241379310344829,40.28
CAND_0000455,12.5,6,5,1,19.5,44,28.4,76.8,0.45,241.2,10,138,516,90,0.84,0,29.4,0,1,2,2,0.48,41.4
CAND_0000456,11.2,8,5,1,17.5,72,-1.0,84.4,0.76,99.9,3,92,257,120,0.51,1,26.4,0,1,2,0,0.7142857142857143,40.48000000000001
CAND_0000457,2.4,13,2,1,21.076923076923077,123,50.0,43.3,0.49,165.9,3,267,212,150,0.43,1,14.0,1,2,2,0,5.416666666666667,30.76
CAND_0000458,8.0,10,3,1,17.3,79,-1.0,30.7,0.79,193.8,14,296,438,90,0.53,0,31.666666666666668,0,4,2,0,1.25,32.49000000000001
CAND_0000459,7.9,6,4,1,13.666666666666666,57,-1.0,50.6,0.27,236.3,0,121,34,30,0.79,0,23.5,0,1,1,2,0.7594936708860759,27.42
CAND_0000460,12.2,8,4,1,14.5,75,-1.0,63.0,0.42,142.2,7,30,166,60,0.6,3,36.25,0,0,2,0,0.6557377049180328,31.450000000000003
CAND_0000461,6.7,8,4,1,21.375,49,0.9,36.9,0.71,51.7,20,200,299,90,0.66,0,19.75,0,3,3,0,1.1940298507462686,35.019999999999996
CAND_0000462,2.1,11,1,1,20.545454545454547,121,-1.0,39.2,0.59,90.1,8,29,311,60,0.35,2,25.0,0,1,1,0,5.238095238095238,26.44
CAND_0000463,2.2,11,1,2,21.545454545454547,80,-1.0,54.1,0.45,19.2,5,55,423,60,0.45,1,26.0,0,0,1,0,5.0,27.470000000000002
CAND_0000464,11.7,9,5,2,14.777777777777779,62,15.1,37.4,0.15,12.0,3,164,180,90,0.72,2,27.8,0,1,2,2,0.7692307692307693,23.540000000000003
CAND_0000465,11.2,7,5,1,11.857142857142858,68,-1.0,59.0,0.66,215.8,9,10,538,120,0.8,0,26.6,0,1,2,2,0.625,38.45
CAND_0000466,8.8,10,4,2,18.1,89,36.3,40.2,0.19,148.1,3,297,465,120,0.77,2,26.0,0,1,1,0,1.1363636363636362,27.82
CAND_0000467,2.2,10,1,2,16.2,118,-1.0,48.6,0.2,94.8,16,276,47,90,0.9,2,26.0,0,0,2,0,4.545454545454545,29.92
CAND_0000468,5.0,8,2,1,19.375,43,28.8,37.8,0.44,6.2,2,279,190,90,0.59,2,29.5,0,2,2,0,1.6,28.89
CAND_0000469,1.9,8,1,1,17.75,122,-1.0,60.4,0.66,92.8,6,280,319,120,0.48,1,22.0,0,0,1,0,4.2105263157894735,33.53
CAND_0000470,14.2,7,7,1,18.142857142857142,59,-1.0,84.3,0.77,46.6,12,22,335,60,0.45,0,23.857142857142858,0,0,2,0,0.49295774647887325,40.910000000000004
CAND_0000471,2.1,9,1,1,20.22222222222222,73,-1.0,29.2,0.52,48.7,1,122,180,90,0.52,1,25.0,0,0,0,0,4.285714285714286,24.290000000000003
CAND_0000472,2.9,8,2,1,15.375,69,11.2,37.4,0.38,192.4,5,275,546,60,0.5,2,17.0,1,3,1,0,2.7586206896551726,25.000000000000004
CAND_0000473,6.5,10,3,1,15.8,33,-1.0,83.6,0.69,146.2,0,36,308,90,0.4,1,25.666666666666668,0,1,1,2,1.5384615384615385,36.669999999999995
CAND_0000474,8.8,8,4,1,17.125,68,20.0,65.4,0.62,11.0,12,178,598,90,0.4,2,26.0,0,1,2,0,0.9090909090909091,35.68000000000001
CAND_0000475,6.8,6,3,1,18.333333333333332,47,-1.0,81.1,0.37,47.4,7,49,265,90,0.67,1,26.666666666666668,0,1,2,0,0.8823529411764706,35.02
CAND_0000476,2.9,10,1,1,19.6,60,30.0,60.4,0.21,279.0,6,111,390,30,0.76,1,34.0,0,1,1,0,3.4482758620689657,31.830000000000002
CAND_0000477,3.3,10,1,1,20.6,92,-1.0,46.7,0.48,23.8,1,107,684,120,0.87,2,39.0,0,0,2,0,3.0303030303030303,32.440000000000005
CAND_0000478,2.2,9,1,2,12.222222222222221,89,-1.0,65.0,0.08,96.4,6,0,519,60,0.74,2,26.0,0,0,0,0,4.090909090909091,26.799999999999997
CAND_0000479,13.1,9,5,1,14.666666666666666,60,-1.0,42.9,0.39,79.8,1,41,146,60,0.46,0,31.0,0,1,2,2,0.6870229007633588,23.53
CAND_0000480,5.9,10,2,2,13.1,78,-1.0,87.7,0.13,189.7,3,128,79,90,0.64,0,35.0,0,1,2,0,1.694915254237288,30.390000000000004
CAND_0000481,4.6,8,2,1,18.625,80,-1.0,47.5,0.36,248.5,12,26,45,90,0.57,0,27.0,0,0,2,0,1.7391304347826089,27.150000000000002
CAND_0000482,4.3,16,1,2,19.9375,161,-1.0,76.6,0.72,133.9,7,266,225,90,0.63,3,51.0,0,2,1,0,3.7209302325581395,40.769999999999996
CAND_0000483,4.1,7,2,1,19.142857142857142,74,-1.0,43.9,0.31,190.3,1,72,492,60,0.36,1,24.0,0,0,2,0,1.707317073170732,20.730000000000004
CAND_0000484,9.7,7,5,2,14.285714285714286,53,-1.0,50.3,0.59,264.8,12,78,354,150,0.55,1,23.0,0,1,1,2,0.7216494845360826,32.059999999999995
CAND_0000485,4.5,10,1,1,17.5,131,-1.0,36.9,0.11,28.1,9,40,531,120,0.36,1,54.0,0,0,0,0,2.2222222222222223,16.430000000000003
CAND_0000486,7.8,9,4,2,17.666666666666668,91,45.4,49.9,0.17,183.2,12,31,240,30,0.47,2,23.0,0,1,2,2,1.153846153846154,27.07
CAND_0000487,2.7,11,1,2,21.454545454545453,71,-1.0,31.7,0.22,111.5,12,226,302,30,0.61,3,32.0,0,2,0,0,4.0740740740740735,22.19
CAND_0000488,9.2,8,4,2,18.75,47,25.0,79.4,0.54,206.0,7,162,246,150,0.39,1,27.25,0,1,2,0,0.8695652173913044,36.38
CAND_0000489,3.9,10,2,2,20.2,202,-1.0,86.0,0.72,189.5,14,118,249,90,0.76,3,23.0,0,2,1,0,2.5641025641025643,45.65
CAND_0000490,2.6,7,2,1,18.571428571428573,35,16.8,35.7,0.43,129.5,8,80,364,90,0.33,0,15.5,1,1,1,0,2.692307692307692,23.720000000000002
CAND_0000491,14.1,11,5,1,17.363636363636363,94,-1.0,52.0,0.75,183.5,4,77,119,90,0.5,1,33.4,0,1,2,0,0.7801418439716312,33.80000000000001
CAND_0000492,14.2,9,6,2,16.444444444444443,62,-1.0,58.5,0.43,259.0,7,165,490,30,0.54,2,27.833333333333332,0,1,2,2,0.6338028169014085,29.750000000000007
CAND_0000493,5.5,6,3,2,27.5,73,-1.0,63.1,0.77,268.0,10,52,341,150,0.82,0,21.666666666666668,0,1,0,2,1.0909090909090908,41.82
CAND_0000494,3.4,13,1,1,19.307692307692307,137,40.0,31.0,0.8,88.8,18,165,54,90,0.52,1,40.0,0,0,1,0,3.823529411764706,36.85
CAND_0000495,1.8,7,1,1,13.857142857142858,33,40.2,45.9,0.1,72.1,5,114,101,120,0.6,1,21.0,0,0,1,0,3.888888888888889,25.1
CAND_0000496,9.8,7,5,2,22.142857142857142,43,-1.0,79.4,0.28,154.8,5,143,576,90,0.62,0,23.0,0,1,2,2,0.7142857142857142,31.630000000000006
CAND_0000497,1.6,9,1,2,13.222222222222221,53,-1.0,42.2,0.42,276.9,8,3,14,120,0.85,0,19.0,0,0,0,0,5.625,30.790000000000003
CAND_0000498,10.7,15,4,1,14.666666666666666,68,43.7,27.6,0.37,86.8,9,32,320,60,0.52,3,31.5,0,1,2,0,1.4018691588785048,26.940000000000005
CAND_0000499,11.0,9,5,1,19.666666666666668,53,48.9,48.3,0.49,23.0,10,125,518,30,0.81,3,26.0,0,1,2,2,0.8181818181818182,38.4
CAND_0000500,7.5,10,3,2,16.5,106,-1.0,32.2,0.57,135.4,2,155,251,120,0.78,0,29.666666666666668,0,1,2,0,1.3333333333333333,30.040000000000003
CAND_0000501,6.0,8,3,2,16.25,137,-1.0,38.6,0.36,156.7,14,51,680,90,0.79,0,23.666666666666668,0,0,2,0,1.3333333333333333,28.970000000000002
CAND_0000502,1.4,6,1,1,12.833333333333334,36,25.2,83.1,0.58,63.7,10,98,258,90,0.68,1,16.0,1,0,0,0,4.285714285714286,42.540000000000006
CAND_0000503,10.8,7,5,1,17.571428571428573,45,35.1,48.5,0.05,35.7,12,67,92,120,0.73,1,25.4,0,1,2,0,0.6481481481481481,27.260000000000005
CAND_0000504,14.8,10,6,1,17.4,95,-1.0,61.5,0.09,20.8,7,167,135,150,0.54,1,29.333333333333332,0,1,2,0,0.6756756756756757,23.550000000000008
CAND_0000505,9.2,22,4,2,12.909090909090908,105,-1.0,25.0,0.19,87.7,3,174,171,60,0.41,5,27.0,0,1,2,0,2.3913043478260874,16.099999999999998
CAND_0000506,7.9,8,3,1,13.125,66,-1.0,74.9,0.48,228.9,7,83,328,90,0.71,0,31.333333333333332,0,1,2,0,1.0126582278481011,36.480000000000004
CAND_0000507,1.2,9,1,1,23.0,124,9.4,42.4,0.32,50.4,15,195,767,120,0.89,0,14.0,1,2,1,0,7.5,31.670000000000005
CAND_0000508,4.6,11,2,2,31.545454545454547,198,-1.0,84.5,0.2,57.8,24,207,231,90,0.91,4,27.0,0,4,3,0,2.3913043478260874,39.1
CAND_0000509,10.4,6,5,1,15.166666666666666,35,-1.0,58.2,0.43,99.3,10,44,122,90,0.8,0,24.2,0,1,2,2,0.5769230769230769,33.84
CAND_0000510,10.0,14,4,2,19.0,94,-1.0,50.8,0.73,88.0,4,54,595,30,0.43,2,29.75,0,3,1,0,1.4,32.36
CAND_0000511,5.6,7,2,1,21.142857142857142,49,21.6,26.3,0.25,206.2,9,14,85,30,0.31,0,33.0,0,1,1,0,1.25,18.570000000000004
CAND_0000512,11.7,9,4,2,22.444444444444443,72,-1.0,70.2,0.07,128.5,1,147,243,90,0.34,1,34.75,0,1,2,2,0.7692307692307693,20.890000000000004
CAND_0000513,2.3,8,1,1,11.5,58,-1.0,73.4,0.71,134.6,0,119,484,30,0.41,1,27.0,0,0,1,0,3.4782608695652177,35.18
CAND_0000514,12.2,8,6,2,18.0,51,-1.0,35.2,0.32,102.7,0,148,306,90,0.48,3,24.0,0,1,2,2,0.6557377049180328,21.040000000000003
CAND_0000515,12.3,11,5,2,16.454545454545453,67,-1.0,52.0,0.54,144.2,10,81,450,150,0.84,2,28.8,0,1,2,2,0.8943089430894309,35.60000000000001
CAND_0000516,8.0,10,4,2,15.0,94,0.3,25.6,0.48,103.0,4,105,252,90,0.46,2,23.5,0,1,2,2,1.25,22.550000000000004
CAND_0000517,8.6,14,4,2,22.142857142857142,182,-1.0,52.6,0.71,168.3,5,241,85,60,0.86,3,25.25,0,2,3,0,1.627906976744186,39.019999999999996
CAND_0000518,1.7,9,2,2,14.777777777777779,75,-1.0,82.0,0.14,255.5,6,49,321,30,0.35,2,10.0,1,1,1,2,5.294117647058823,25.6
CAND_0000519,1.3,10,1,2,18.8,94,-1.0,59.5,0.4,190.8,7,154,519,120,0.66,0,15.0,1,0,0,0,7.692307692307692,30.850000000000005
CAND_0000520,9.0,10,3,2,12.3,93,-1.0,83.7,0.3,194.3,9,22,176,60,0.76,1,35.333333333333336,0,1,1,2,1.1111111111111112,35.64
CAND_0000521,5.0,6,2,2,16.5,41,47.8,36.3,0.41,156.4,7,175,363,60,0.72,1,30.0,0,0,2,0,1.2,32.290000000000006
CAND_0000522,9.2,11,3,1,16.545454545454547,75,-1.0,49.0,0.64,11.3,5,48,352,150,0.6,2,36.0,0,2,3,0,1.1956521739130437,32.900000000000006
CAND_0000523,12.8,9,5,2,13.666666666666666,72,20.7,50.8,0.43,97.9,6,92,307,150,0.67,3,30.2,0,1,2,2,0.703125,32.18
CAND_0000524,10.1,10,5,1,11.7,69,-1.0,45.6,0.59,133.6,4,165,489,150,0.4,0,24.0,0,1,2,0,0.9900990099009901,27.720000000000006
CAND_0000525,10.5,11,4,1,20.90909090909091,92,-1.0,63.9,0.62,163.1,6,115,519,120,0.87,3,31.0,0,0,2,0,1.0476190476190477,39.53
CAND_0000526,5.8,14,3,2,17.0,143,-1.0,66.1,0.27,136.0,17,243,375,90,0.71,2,22.666666666666668,0,1,1,0,2.413793103448276,32.169999999999995
CAND_0000527,12.0,5,4,1,15.8,31,-1.0,44.2,0.06,129.7,6,123,112,90,0.86,2,35.75,0,0,2,0,0.4166666666666667,24.14
CAND_0000528,11.6,6,5,1,17.0,97,-1.0,70.1,0.78,92.7,11,93,174,120,0.54,2,27.4,0,1,2,0,0.5172413793103449,39.77000000000001
CAND_0000529,9.3,8,5,1,21.125,62,10.7,57.3,0.83,207.4,5,247,52,90,0.41,1,22.0,0,3,2,0,0.8602150537634408,36.53
CAND_0000530,5.9,6,2,2,16.0,76,-1.0,80.3,0.19,203.9,4,194,313,150,0.7,2,35.0,0,0,2,0,1.0169491525423728,31.26
CAND_0000531,5.4,8,2,1,14.125,65,-1.0,69.9,0.13,247.5,1,36,579,150,0.79,1,32.0,0,0,1,0,1.4814814814814814,28.73
CAND_0000532,14.6,5,6,1,16.0,43,23.8,64.2,0.58,180.7,5,29,598,90,0.84,1,28.833333333333332,0,1,2,2,0.3424657534246575,40.370000000000005
CAND_0000533,2.4,6,1,2,16.166666666666668,82,0.7,71.8,0.48,133.5,4,100,175,60,0.87,3,28.0,0,1,0,2,2.5,37.980000000000004
CAND_0000534,4.7,9,3,1,22.444444444444443,175,13.2,65.7,0.73,193.3,1,111,653,90,0.61,2,18.333333333333332,0,1,2,0,1.9148936170212765,38.760000000000005
CAND_0000535,5.4,8,2,1,18.625,53,-1.0,77.5,0.15,85.6,5,121,205,120,0.81,1,32.0,0,1,2,2,1.4814814814814814,31.6
CAND_0000536,1.7,9,2,1,19.666666666666668,98,-1.0,65.5,0.37,108.1,10,223,668,120,0.56,4,10.0,1,0,2,0,5.294117647058823,30.9
CAND_0000537,12.1,10,4,2,16.4,78,-1.0,48.2,0.15,226.9,7,94,41,90,0.78,3,35.75,0,1,1,2,0.8264462809917356,25.740000000000002
CAND_0000538,5.0,6,2,1,14.5,49,3.1,29.9,0.06,10.3,1,63,368,150,0.76,0,29.5,0,1,1,0,1.2,19.189999999999998
CAND_0000539,2.9,15,1,1,21.333333333333332,209,54.6,50.7,0.82,32.0,4,127,564,120,0.72,3,34.0,0,1,1,0,5.172413793103448,43.85
CAND_0000540,5.9,11,2,2,17.09090909090909,131,-1.0,43.0,0.53,194.7,20,134,407,150,0.48,1,35.0,0,2,1,0,1.8644067796610169,29.750000000000004
CAND_0000541,11.6,18,5,1,11.11111111111111,82,-1.0,42.3,0.38,228.9,10,168,377,60,0.77,6,27.6,0,1,2,0,1.5517241379310345,29.910000000000004
CAND_0000542,12.9,8,5,1,21.25,56,-1.0,26.7,0.59,77.7,11,4,53,30,0.63,2,30.6,0,1,2,0,0.6201550387596899,28.64
CAND_0000543,6.7,9,3,1,22.11111111111111,85,-1.0,75.3,0.35,250.6,3,25,88,30,0.69,1,26.666666666666668,0,1,0,2,1.3432835820895521,32.96
CAND_0000544,10.7,7,5,1,13.285714285714286,60,-1.0,30.2,0.25,231.1,8,106,340,90,0.68,2,25.4,0,1,2,2,0.6542056074766356,22.740000000000002
CAND_0000545,6.1,10,3,1,11.9,80,40.3,55.3,0.25,177.6,10,27,281,90,0.9,2,24.0,0,0,1,0,1.639344262295082,35.34
CAND_0000546,1.1,9,1,1,16.11111111111111,90,-1.0,80.2,0.23,168.7,0,155,107,120,0.43,3,13.0,1,0,0,0,8.181818181818182,27.390000000000004
CAND_0000547,4.6,11,2,2,20.181818181818183,141,-1.0,64.7,0.53,126.5,8,257,583,30,0.72,5,27.0,0,1,1,0,2.3913043478260874,36.190000000000005
CAND_0000548,6.9,7,3,1,21.0,61,-1.0,63.6,0.35,247.1,2,110,376,90,0.6,0,27.0,0,1,2,0,1.0144927536231882,29.220000000000002
CAND_0000549,7.0,6,4,2,16.666666666666668,41,-1.0,47.6,0.15,229.7,11,69,61,90,0.64,0,20.5,0,1,1,0,0.8571428571428571,23.92
CAND_0000550,9.7,9,3,2,21.333333333333332,91,26.8,42.4,0.49,127.0,6,162,411,150,0.37,1,38.333333333333336,0,1,2,0,0.9278350515463918,27.710000000000004
CAND_0000551,2.7,9,2,2,23.666666666666668,71,-1.0,39.8,0.62,50.8,1,67,366,30,0.61,2,16.0,1,1,1,0,3.333333333333333,30.009999999999998
CAND_0000552,4.0,14,1,2,12.857142857142858,112,-1.0,25.7,0.23,88.9,5,80,492,60,0.72,4,48.0,0,1,1,0,3.5,21.840000000000003
CAND_0000553,9.3,9,4,1,14.333333333333334,77,-1.0,48.5,0.38,128.5,12,57,748,120,0.54,2,27.5,0,4,2,0,0.9677419354838709,27.900000000000006
CAND_0000554,11.2,11,5,2,17.454545454545453,76,25.4,56.6,0.55,121.9,3,105,97,60,0.73,2,26.6,0,0,1,0,0.9821428571428572,36.51
CAND_0000555,10.5,7,5,1,16.142857142857142,67,-1.0,39.4,0.36,183.0,1,19,13,120,0.64,0,25.0,0,1,2,2,0.6666666666666666,24.93
CAND_0000556,12.1,9,5,1,14.444444444444445,79,-1.0,56.3,0.44,75.3,3,73,232,90,0.69,3,28.8,0,0,2,0,0.7438016528925621,31.260000000000005
CAND_0000557,4.9,8,2,2,17.375,69,18.3,63.8,0.61,272.3,8,169,134,60,0.56,1,29.0,0,0,1,0,1.6326530612244896,36.54
CAND_0000558,2.1,10,1,1,13.8,53,-1.0,47.3,0.57,173.3,10,72,426,60,0.65,1,25.0,0,0,1,0,4.761904761904762,32.26
CAND_0000559,4.7,7,2,2,24.428571428571427,108,19.4,31.7,0.18,224.2,5,33,312,60,0.85,0,27.5,0,0,2,0,1.4893617021276595,25.48
CAND_0000560,6.5,9,2,2,20.333333333333332,92,-1.0,67.8,0.69,145.5,4,214,141,120,0.53,2,38.5,0,1,2,0,1.3846153846153846,36.31000000000001
CAND_0000561,3.2,10,1,2,17.5,72,46.3,69.3,0.48,26.5,6,133,48,120,0.8,1,38.0,0,1,0,2,3.125,41.09
CAND_0000562,9.3,11,4,1,16.636363636363637,68,-1.0,50.8,0.42,106.6,8,129,104,90,0.34,0,27.5,0,1,2,0,1.182795698924731,25.060000000000006
CAND_0000563,2.4,11,2,2,13.454545454545455,113,-1.0,83.3,0.27,271.7,12,148,215,150,0.53,3,14.0,1,0,0,0,4.583333333333334,32.11
CAND_0000564,6.5,9,2,2,18.555555555555557,124,-1.0,32.2,0.25,137.0,8,35,635,150,0.49,1,38.5,0,2,2,0,1.3846153846153846,20.39
CAND_0000565,1.8,16,1,1,23.8125,199,28.3,75.2,0.63,107.4,17,249,234,30,0.55,1,21.0,0,0,1,0,8.88888888888889,41.419999999999995
CAND_0000566,14.7,9,6,1,18.88888888888889,72,-1.0,27.0,0.37,147.6,12,141,529,60,0.39,1,29.0,0,1,2,0,0.6122448979591837,20.750000000000004
CAND_0000567,4.4,8,1,2,18.625,56,-1.0,38.0,0.56,122.8,0,0,358,60,0.77,2,52.0,0,0,2,0,1.8181818181818181,30.650000000000002
CAND_0000568,11.5,5,3,2,15.0,52,8.0,27.3,0.38,64.8,10,47,552,60,0.49,0,45.333333333333336,0,1,1,2,0.43478260869565216,22.760000000000005
CAND_0000569,11.8,9,5,2,14.444444444444445,55,-1.0,25.8,0.23,188.3,2,112,169,60,0.4,2,27.8,0,1,2,0,0.7627118644067796,16.460000000000004
CAND_0000570,3.5,11,1,1,18.181818181818183,108,-1.0,51.8,0.53,138.8,12,239,721,120,0.62,3,42.0,0,0,1,0,3.142857142857143,32.41
CAND_0000571,5.8,9,3,1,22.666666666666668,95,-1.0,60.6,0.09,14.5,11,38,223,90,0.59,2,22.666666666666668,0,1,1,2,1.5517241379310345,24.67
CAND_0000572,6.1,7,2,1,14.857142857142858,54,-1.0,60.1,0.09,13.7,5,93,411,30,0.53,0,36.0,0,1,2,0,1.1475409836065575,22.720000000000002
CAND_0000573,13.2,10,4,1,15.5,79,-1.0,57.2,0.73,62.3,10,41,374,30,0.68,1,39.25,0,1,2,0,0.7575757575757576,38.040000000000006
CAND_0000574,11.7,7,5,1,11.428571428571429,58,-1.0,39.7,0.31,159.1,3,168,144,60,0.61,2,27.8,0,1,2,2,0.5982905982905983,24.04
CAND_0000575,3.7,13,1,1,14.846153846153847,104,-1.0,67.9,0.84,45.4,2,277,771,60,0.42,2,44.0,0,2,1,0,3.513513513513513,37.43
CAND_0000576,6.2,20,3,1,15.55,107,-1.0,25.2,0.51,216.7,3,13,547,90,0.33,3,24.666666666666668,0,1,2,0,3.225806451612903,21.140000000000004
CAND_0000577,2.9,16,1,1,20.375,142,-1.0,58.3,0.22,12.1,18,269,66,60,0.9,2,34.0,0,2,1,0,5.517241379310345,32.71000000000001
CAND_0000578,6.9,14,2,2,24.785714285714285,224,-1.0,51.2,0.67,60.7,5,236,166,120,0.61,4,41.0,0,2,2,0,2.0289855072463765,34.24
CAND_0000579,8.3,7,3,1,17.0,55,10.1,37.5,0.61,21.6,9,4,469,90,0.56,0,32.666666666666664,0,1,2,2,0.8433734939759036,30.560000000000006
CAND_0000580,7.9,6,2,1,17.166666666666668,29,45.6,68.8,0.72,36.2,1,112,473,60,0.37,0,47.0,0,1,2,2,0.7594936708860759,38.519999999999996
CAND_0000581,13.9,23,4,1,16.26086956521739,92,-1.0,71.3,0.54,36.8,4,133,181,150,0.31,4,41.5,0,1,2,2,1.6546762589928057,30.810000000000002
CAND_0000582,6.6,9,3,2,15.333333333333334,67,-1.0,58.3,0.59,155.6,9,135,109,30,0.45,0,25.666666666666668,0,1,2,0,1.3636363636363638,31.760000000000005
CAND_0000583,13.5,7,4,1,14.714285714285714,48,30.6,59.2,0.22,52.6,6,52,525,60,0.33,0,40.25,0,1,1,2,0.5185185185185185,25.2
CAND_0000584,7.3,15,2,1,27.333333333333332,187,-1.0,50.3,0.8,145.5,30,276,850,90,0.78,4,43.5,0,4,5,0,2.0547945205479454,43.31
CAND_0000585,9.1,11,4,1,18.727272727272727,93,21.9,45.9,0.1,258.1,3,57,24,60,0.62,1,27.0,0,1,1,0,1.208791208791209,23.370000000000005
CAND_0000586,6.2,6,3,1,13.5,46,22.4,50.7,0.15,278.2,4,180,494,90,0.69,0,24.333333333333332,0,1,1,2,0.9677419354838709,26.380000000000003
CAND_0000587,7.5,9,4,2,23.0,107,39.3,57.6,0.41,12.7,4,96,13,90,0.33,0,22.25,0,1,2,2,1.2,29.300000000000004
CAND_0000588,5.8,7,2,2,14.857142857142858,82,36.0,48.9,0.65,42.2,10,281,444,90,0.43,1,34.5,0,2,2,0,1.206896551724138,34.730000000000004
